,log_population_district,population_district,log_total_frequency,log_total_distance,total_frequency,total_distance,code
61,6.367504267973728,2330796.020771232,5.228534443395969,6.467736134853341,169252.24711246346,2935865.3605221095,3
62,6.384670120513125,2424767.601135557,5.284857488465763,6.511057261812409,192689.25094206288,3243823.844107149,3
63,6.401835973052521,2522527.869071627,5.341180533535557,6.554378388771477,219371.66603136426,3584085.72582729,3
64,6.419001825591918,2624229.574522144,5.397503578605351,6.597699515730546,249748.89684866832,3960039.480385126,3
65,6.436167678131315,2730031.625906739,5.453826623675145,6.641020642689614,284332.5786120842,4375429.017560432,3
66,6.453333530670712,2840099.338415599,5.510149668744939,6.6843417696486815,323705.1946186729,4834390.965679968,3
67,6.470499383210108,2954604.692313654,5.566472713814733,6.727662896607749,368529.8868480051,5341495.865948029,3
68,6.487665235749505,3073726.601658897,5.622795758884527,6.770984023566818,419561.62507739075,5901793.68786879,3
69,6.504831088288902,3197651.1938547334,5.679118803954321,6.814305150525886,477659.92262707005,6520864.119022557,3
70,6.5219969408282985,3326572.100473139,5.735441849024115,6.857626277484954,543803.3129031121,7204872.130003399,3
71,6.539162793367696,3460690.759803059,5.7917648940939115,6.900947404444024,619105.8305623957,7960629.36785763,3
72,6.556328645907092,3600216.7315967153,5.848087939163703,6.9442685314030905,704835.774887306,8795661.989405332,3
73,6.57349449844649,3745368.024505779,5.9044109842334995,6.987589658362161,802437.071396514,9718285.609959342,3
74,6.590660350985885,3896371.4367187195,5.960734029303291,7.030910785321226,913553.5914793175,10737688.113811549,3
75,6.607826203525283,4053462.910331987,6.017057074373088,7.074231912280297,1040056.8396625994,11864021.151151739,3
76,6.624992056064679,4216887.900008267,6.073380119442879,7.117553039239363,1184077.4748390121,13108501.2325815,3
77,6.6421579086040765,4386901.756498325,6.129703164512676,7.1608741661984325,1348041.1963599783,14483521.427969713,3
78,6.659323761143472,4563770.1256251745,6.186026209582467,7.204195293157499,1534709.5994125628,16002774.781991225,3
79,6.67648961368287,4747769.363354526,6.242349254652264,7.247516420116569,1747226.6877963678,17681390.675377708,3
80,6.693655466222266,4939186.967599492,6.298672299722055,7.290837547075635,1989171.8275016602,19536085.489820898,3
